handle,tweet_text,tweet_date,tweet_time,image_urls,cleaned_text,processed_text,tier1_category,detailed_category,locations
IndiaToday,"Love, lies and murder in Meerut | Watch this report by 
@aviralhimanshu
#Newstrack #Meerut | 
@rahulkanwal",2025-03-20,16:11:04,[],love lies and murder in meerut watch this report by,love lie murder meerut watch report,Crime-related,Murder,[]
IndiaToday,"""People are clearly eulogising Aurangzeb,"" said 
@ARanganathan72
Watch #Newstrack: https://rb.gy/pde69c

#Aurangzeb #protests | 
@rahulkanwal",2025-03-20,16:07:55,['https://pbs.twimg.com/amplify_video_thumb/1902737314629238784/img/2C5K869xzjKWzMHL.jpg'],people are clearly eulogising aurangzeb said watch,people clearly eulogising aurangzeb said watch,Achievement-based,Record,[]
IndiaToday,"American EV giant Tesla on Thursday announced a recall of nearly all Cybertrucks in the United States to fix an exterior panel issue that could pose a road hazard.
#UnitedStates #EV #Cybertruck #ElonMusk",2025-03-20,16:07:52,[],american ev giant tesla on thursday announced a recall of nearly all cybertrucks in the united states to fix an exterior panel issue that could pose a road hazard,american ev giant tesla thursday announced recall nearly cybertrucks united state fix exterior panel issue could pose road hazard,Neutral,,['the United States']
IndiaToday,"Karnataka Minister: Obscene videos of 48 people; K'taka HM orders high-level probe | 
@nagarjund
 tells us more 

#Karnataka #HoneyTrap #NewsToday | 
@sardesairajdeep",2025-03-20,16:01:57,['https://pbs.twimg.com/amplify_video_thumb/1902749996308647936/img/i7jN4he9QsTnS-3q.jpg'],karnataka minister obscene videos of people ktaka hm orders highlevel probe tells us more,karnataka minister obscene video people ktaka hm order highlevel probe tell u,Crime-related,Fraud,['Karnataka']
IndiaToday,"The internet is convinced—Elon Musk is on ketamine. His quirky gestures and unpredictable actions have only fuelled the rumour train. But is there any truth to it? Watch the video to learn more. 

#ElonMusk #Ketamine #SpaceX #Tesla #DOGE #Trump #Elon #Depression",2025-03-20,15:07:39,['https://pbs.twimg.com/ext_tw_video_thumb/1902738116563410945/pu/img/HkDbPiPRkUj5AAFZ.jpg'],the internet is convincedelon musk is on ketamine his quirky gestures and unpredictable actions have only fuelled the rumour train but is there any truth to it watch the video to learn more,internet convincedelon musk ketamine quirky gesture unpredictable action fuelled rumour train truth watch video learn,Achievement-based,Discovery,[]
IndiaToday,"""Aurangzeb is a part of history, but we certainly do not consider him to be a part of a heritage,"" said 
@drnigam15
Watch #Newstrack: https://rb.gy/pde69c

#Aurangzeb #protests #RSS | 
@rahulkanwal",2025-03-20,15:07:08,['https://pbs.twimg.com/amplify_video_thumb/1902731617736777728/img/1gfjKhMv_D_pvRhW.jpg'],aurangzeb is a part of history but we certainly do not consider him to be a part of a heritage said watch,aurangzeb part history certainly consider part heritage said watch,Neutral,,[]
IndiaToday,"Karnataka power bills hiked by 36 paise per unit as government recovers pension dues
#Karnataka #PowerBills #Pension | 
@nagarjund
 @sagayrajp",2025-03-20,14:49:43,[],karnataka power bills hiked by paise per unit as government recovers pension dues,karnataka power bill hiked paisa per unit government recovers pension due,Achievement-based,Recognition,[]
IndiaToday,"Chief Minister MK Stalin defended his government's law and order record, citing official data to claim that murders and violent crimes have declined under his party DMK's rule compared to the AIADMK regime.

Read: https://intdy.in/m7sm8d

#MKStalin #TamilNadu #ITCard |",2025-03-20,14:45:55,['https://pbs.twimg.com/media/GmfduWbbYAAWJ-4?format=jpg&name=900x900'],chief minister mk stalin defended his governments law and order record citing official data to claim that murders and violent crimes have declined under his party dmks rule compared to the aiadmk regime read,chief minister mk stalin defended government law order record citing official data claim murder violent crime declined party dmks rule compared aiadmk regime read,Crime-related,Murder,[]
IndiaToday,"Karnataka Minister claims 48 politicians, including central leaders, honey trapped

#Karnataka #Politician | 
@sagayrajp
 @nagarjund",2025-03-20,14:37:05,[],karnataka minister claims politicians including central leaders honey trapped,karnataka minister claim politician including central leader honey trapped,Crime-related,Fraud,[]
IndiaToday,"Gender justice lost in interpretation?  Women's rights activist Brinda Adige shares her views 
#TTP #UttarPradesh #AllahabadHC #Kasganj  | 
@PreetiChoudhry
 @BrindaAdige",2025-03-20,14:33:50,['https://pbs.twimg.com/amplify_video_thumb/1902729990195810304/img/vGDqylud2_l20XH8.jpg'],gender justice lost in interpretation womens rights activist brinda adige shares her views,gender justice lost interpretation womens right activist brinda adige share view,Neutral,,[]
IndiaToday,"""Supreme Court should ideally take suo moto cognizance of this judgment because this is egregious ,"" Karuna Nundy (Senior Advocate, Supreme Court)
#TTP #UttarPradesh #AllahabadHC #Kasganj  | 
@PreetiChoudhry
 @karunanundy",2025-03-20,14:32:57,['https://pbs.twimg.com/amplify_video_thumb/1902729436023394304/img/3I7LdR8OQwcS6EAU.jpg'],supreme court should ideally take suo moto cognizance of this judgment because this is egregious karuna nundy senior advocate supreme court,supreme court ideally take suo moto cognizance judgment egregious karuna nundy senior advocate supreme court,Crime-related,Assault,[]
IndiaToday,"""Why AAP was quite for 13 months,"" asks Maheshinder Singh Grewal (Spokesperson, Shiromani Akali Dal) 

#TTP #Punjab #FarmersProtest #Haryana #Politics | 
@PreetiChoudhry",2025-03-20,13:56:19,['https://pbs.twimg.com/amplify_video_thumb/1902720698541645825/img/mjr4R22HpzGodGob.jpg'],why aap was quite for months asks maheshinder singh grewal spokesperson shiromani akali dal,aap quite month asks maheshinder singh grewal spokesperson shiromani akali dal,Achievement-based,Record,[]
IndiaToday,"An elderly woman in Odisha, struggling with poverty, gave her 7-year-old grandson to a couple for Rs 200, hoping they could care for him. Police rescued the child, who is now in a child care home.

Read: https://intdy.in/h3to8w

#Odisha #ITCard #Grandson",2025-03-20,13:54:59,['https://pbs.twimg.com/media/GmfSOTHa0AAZcj2?format=jpg&name=900x900'],an elderly woman in odisha struggling with poverty gave her yearold grandson to a couple for rs hoping they could care for him police rescued the child who is now in a child care home read,elderly woman odisha struggling poverty gave yearold grandson couple r hoping could care police rescued child child care home read,Crime-related,Theft,['Odisha']
IndiaToday,"""Aam Aadmi Party is master of U-turns,"" Smit Singh Mann (Spokesperson, Congress) 

#TTP #Punjab #FarmersProtest #Haryana #Politics | 
@PreetiChoudhry
 @smitsinghindia",2025-03-20,13:53:25,['https://pbs.twimg.com/amplify_video_thumb/1902719901741330432/img/zItxeb2Z1_fwhhJm.jpg'],aam aadmi party is master of uturns smit singh mann spokesperson congress,aam aadmi party master uturns smit singh mann spokesperson congress,Achievement-based,Record,[]
IndiaToday,"""It has no relation with the Ludhiana elections,"" AAP spokesperson Sunny Singh Ahluwalia on Kisan stir crackdown 

#TTP #Punjab #FarmersProtest #Haryana #Politics | 
@PreetiChoudhry
 @DrSunnySingh",2025-03-20,13:50:41,[],it has no relation with the ludhiana elections aap spokesperson sunny singh ahluwalia on kisan stir crackdown,relation ludhiana election aap spokesperson sunny singh ahluwalia kisan stir crackdown,Achievement-based,Recognition,['Kisan']
IndiaToday,"India Today accesses draft bill proposing Karnataka legislators' salary hikes

#Karnataka #SalaryHikes",2025-03-20,13:46:31,[],india today accesses draft bill proposing karnataka legislators salary hikes,india today access draft bill proposing karnataka legislator salary hike,Neutral,,['India']
htTweets,Parliament Budget Session #LIVE  |  Parliament proceedings begin in both Lok Sabha and Rajya Sabha,2025-03-21,06:07:34,[],parliament budget session parliament proceedings begin in both lok sabha and rajya sabha,parliament budget session parliament proceeding begin lok sabha rajya sabha,Neutral,,[]
htTweets,"#BREAKING | UK's Heathrow Airport closed due to power outage caused by fire

Read details  https://hindustantimes.com/world-news/uks-heathrow-airport-closed-due-to-power-outage-caused-by-fire-101742525425025.html…",2025-03-21,03:07:20,['https://pbs.twimg.com/tweet_video_thumb/GmiHjLvW0AAYPp4.jpg'],uks heathrow airport closed due to power outage caused by fire read details,uk heathrow airport closed due power outage caused fire read detail,Neutral,,"['UK', 'Heathrow Airport']"
htTweets,"The Karnataka government is set to introduce sex education classes for students in grades eight to twelve, according to School Education and Literacy Minister Madhu Bangarappa.

READ  https://hindustantimes.com/cities/bengaluru-news/karnataka-to-introduce-sex-education-cyber-hygiene-and-moral-classes-for-school-students-101742526842151.html…",2025-03-21,04:34:03,['https://pbs.twimg.com/media/GmibbeEawAA4IHz?format=jpg&name=900x900'],the karnataka government is set to introduce sex education classes for students in grades eight to twelve according to school education and literacy minister madhu bangarappa read,karnataka government set introduce sex education class student grade eight twelve according school education literacy minister madhu bangarappa read,Neutral,,['Karnataka']
htTweets,"Tribeca Developers plans ₹7,000 crore investment for four more Trump-branded projects in India",2025-03-21,04:31:16,[],tribeca developers plans crore investment for four more trumpbranded projects in india,tribeca developer plan crore investment four trumpbranded project india,Achievement-based,Recognition,['India']
htTweets,Apple showing $1 billion loss per year on streaming; cuts spending by $500 million despite success of Severance: Report,2025-03-21,03:29:31,[],apple showing billion loss per year on streaming cuts spending by million despite success of severance report,apple showing billion loss per year streaming cut spending million despite success severance report,Achievement-based,Recognition,[]
htTweets,"The past three years have witnessed the largest loss of glacier mass on record, according to the World Meteorological Organisation (WMO).

(
@jayashreenandi
 )",2025-03-21,04:23:39,[],the past three years have witnessed the largest loss of glacier mass on record according to the world meteorological organisation wmo,past three year witnessed largest loss glacier mass record according world meteorological organisation wmo,Achievement-based,Record,[]
htTweets,"Urgent need to focus on protection of democracy: Ex-CEC TS Krishnamurthy in new book

(
@abhishekangad
 )",2025-03-21,04:21:41,[],urgent need to focus on protection of democracy excec ts krishnamurthy in new book,urgent need focus protection democracy excec t krishnamurthy new book,Achievement-based,Record,[]
htTweets,"Samantha Ruth Prabhu and Varun Dhawan bring Honey Bunny energy to the red carpet in stylish outfits. Watch
@htTweets",2025-03-21,04:15:16,[],samantha ruth prabhu and varun dhawan bring honey bunny energy to the red carpet in stylish outfits watch,samantha ruth prabhu varun dhawan bring honey bunny energy red carpet stylish outfit watch,Achievement-based,Innovation,[]
htTweets,"Days after Tesla cars were set on fire, White House Press Secretary Karoline Leavitt slams Democrats for their 'hypocritical' hate towards Elon Musk's company.

WATCH  https://youtu.be/T2M2NbvJFOU?si=GhyMb2YRXr65GecI…",2025-03-21,04:18:25,['https://pbs.twimg.com/media/GmiXumlasAAsKJF?format=jpg&name=900x900'],days after tesla cars were set on fire white house press secretary karoline leavitt slams democrats for their hypocritical hate towards elon musks company watch,day tesla car set fire white house press secretary karoline leavitt slam democrat hypocritical hate towards elon musk company watch,Crime-related,Assault,[]
htTweets,"Other than Khawaja, even Nathan Lyon has fallen victim to similar controversy. The spinner was also present in Melbourne to watch the F1 race with his wife

#UsmanKhawaja",2025-03-21,03:09:09,[],other than khawaja even nathan lyon has fallen victim to similar controversy the spinner was also present in melbourne to watch the f race with his wife,khawaja even nathan lyon fallen victim similar controversy spinner also present melbourne watch f race wife,Crime-related,Fraud,"['Melbourne', 'F1']"
htTweets,"#PuneBusFire  | The fire that engulfed a minibus carrying employees of graphic design firm Vyoma Graphics in Hinjewadi was not an accident but a planned act of revenge by the vehicle’s driver.

(Vicky Pathare )",2025-03-21,03:12:57,[],the fire that engulfed a minibus carrying employees of graphic design firm vyoma graphics in hinjewadi was not an accident but a planned act of revenge by the vehicles driver vicky pathare,fire engulfed minibus carrying employee graphic design firm vyoma graphic hinjewadi accident planned act revenge vehicle driver vicky pathare,Crime-related,Assault,['Hinjewadi']
htTweets,"Class 3 Hindi textbook to take students on a ‘Journey to Varanasi’

(
@KSK007
 )",2025-03-21,03:11:11,[],class hindi textbook to take students on a journey to varanasi,class hindi textbook take student journey varanasi,Neutral,,[]
htTweets,"The franchise is drawing flak for a video with David Miller, where the South African is asked to rate his cricketing heartbreaks

#IPL #LSG #IPL2025",2025-03-21,02:40:42,[],the franchise is drawing flak for a video with david miller where the south african is asked to rate his cricketing heartbreaks,franchise drawing flak video david miller south african asked rate cricketing heartbreak,Crime-related,Fraud,[]
htTweets,"Honey trap scandal resurfaces in Karnataka: Minister alleges 48 politicians targeted, probe ordered

(
@PathiThadhagath
 writes)",2025-03-21,03:08:56,[],honey trap scandal resurfaces in karnataka minister alleges politicians targeted probe ordered writes,honey trap scandal resurfaces karnataka minister alleges politician targeted probe ordered writes,Crime-related,Fraud,['Karnataka']
htTweets,Trump administration warns Green Card and H-1B holders against leaving the US. What it means for Indian professionals? Find out,2025-03-21,03:04:17,[],trump administration warns green card and hb holders against leaving the us what it means for indian professionals find out,trump administration warns green card hb holder leaving u mean indian professional find,Achievement-based,Discovery,"['H-1B', 'US']"
htTweets,"#BREAKING | Sunita Williams' space ordeal ends, lands on Earth after 9 months",2025-03-19,00:35:55,[],sunita williams space ordeal ends lands on earth after months,sunita williams space ordeal end land earth month,Achievement-based,Milestone,['Earth']
htTweets,"Suresh Raina hailed talents like Tilak Varma, Yashasvi Jaiswal, and Rinku Singh and said that he is a fan of them.

#SureshRaina",2025-03-21,00:48:38,[],suresh raina hailed talents like tilak varma yashasvi jaiswal and rinku singh and said that he is a fan of them,suresh raina hailed talent like tilak varma yashasvi jaiswal rinku singh said fan,Achievement-based,Recognition,[]
htTweets,#ItsViral | Indian influencer slammed for asking Nvidia CEO Jensen Huang his ‘biggest advice’: ‘The lamest question’,2025-03-21,01:39:33,[],indian influencer slammed for asking nvidia ceo jensen huang his biggest advice the lamest question,indian influencer slammed asking nvidia ceo jensen huang biggest advice lamest question,Neutral,,[]
htTweets,"PM Modi and Bangladesh's Yunus may meet at the Bimstec Summit, but tensions make a formal meeting unlikely despite a request from Dhaka.

READ https://hindustantimes.com/india-news/formal-modi-yunus-meet-unlikely-at-bimstec-summit-101742496366129.html…

(
@Rezhasan
 )",2025-03-21,01:38:02,['https://pbs.twimg.com/media/GmhzDGPaoAASQXw?format=jpg&name=900x900'],pm modi and bangladeshs yunus may meet at the bimstec summit but tensions make a formal meeting unlikely despite a request from dhaka read,pm modi bangladesh yunus may meet bimstec summit tension make formal meeting unlikely despite request dhaka read,Neutral,,"['Bangladesh', 'Yunus', 'the Bimstec Summit', 'Dhaka']"
htTweets,"Delhi Court is of the view that qualified wives, having the earning capacity but desirous of remaining idle, should not set up a claim for interim maintenance.

(
@Shrutikakk
 )",2025-03-21,01:36:57,[],delhi court is of the view that qualified wives having the earning capacity but desirous of remaining idle should not set up a claim for interim maintenance,delhi court view qualified wife earning capacity desirous remaining idle set claim interim maintenance,Achievement-based,Recognition,[]
htTweets,"Justice N Kotiswar Singh, the only Meitei judge in the Supreme Court, may not travel to Kuki-inhabited areas in Manipur during a visit by a delegation of Supreme Court judges.

More details https://hindustantimes.com/india-news/meitei-judges-part-of-delegation-may-not-travel-to-manipur-hills-101742497685762.html…

(
@LamaPrawesh
 & 
@utkarsh_aanand
 )",2025-03-21,01:30:35,['https://pbs.twimg.com/media/GmhxKqia8AAo5X4?format=jpg&name=900x900'],justice n kotiswar singh the only meitei judge in the supreme court may not travel to kukiinhabited areas in manipur during a visit by a delegation of supreme court judges more details,justice n kotiswar singh meitei judge supreme court may travel kukiinhabited area manipur visit delegation supreme court judge detail,Achievement-based,Record,['Manipur']
htTweets,"30 Maoists killed in twin Chhattisgarh encounters

 Road opens after Punjab crackdown on farmers

Read more in today's Hindustan Times print edition: http://epaper.hindustantimes.com

Subscribe http://bit.ly/2QAOH22",2025-03-21,01:16:36,['https://pbs.twimg.com/media/GmhuB5LbsAAYYDe?format=jpg&name=900x900'],maoists killed in twin chhattisgarh encounters road opens after punjab crackdown on farmers read more in todays hindustan times print edition subscribe,maoist killed twin chhattisgarh encounter road open punjab crackdown farmer read today hindustan time print edition subscribe,Crime-related,Murder,[]
htTweets,"Zimbabwe’s double Olympic swimming champion Kirsty Coventry won a historic election to become the International Olympic Committee’s (IOC) first woman president.

More details  https://hindustantimes.com/sports/others/kirsty-coventry-becomes-ioc-s-first-woman-president-101742494079073.html…",2025-03-21,01:19:21,['https://pbs.twimg.com/media/GmhuvZKa4AAfy9R?format=jpg&name=900x900'],zimbabwes double olympic swimming champion kirsty coventry won a historic election to become the international olympic committees ioc first woman president more details,zimbabwe double olympic swimming champion kirsty coventry historic election become international olympic committee ioc first woman president detail,Achievement-based,Milestone,['Zimbabwe']
htTweets,Uddhav Thackeray's ‘evidence’ reaction to Disha Salian death allegation against son Aditya Thackeray,2025-03-21,00:15:00,[],uddhav thackerays evidence reaction to disha salian death allegation against son aditya thackeray,uddhav thackeray evidence reaction disha salian death allegation son aditya thackeray,Crime-related,Assault,[]
htTweets,H-1B visa applications to be deleted starting March 20. What does it mean for applicants?,2025-03-20,23:45:00,[],hb visa applications to be deleted starting march what does it mean for applicants,hb visa application deleted starting march mean applicant,Neutral,,[]
htTweets,"A day after speaking to Donald Trump, Volodymyr Zelensky reportedly bombed a key air base in Russia, with visuals showing plumes of smoke and fire emanating high into the air. The bombing came as US rallied to bring Russia and Ukraine on the same page and agree to end the",2025-03-20,23:30:00,['https://pbs.twimg.com/media/GmgEvcvbwAAsnGg?format=jpg&name=900x900'],a day after speaking to donald trump volodymyr zelensky reportedly bombed a key air base in russia with visuals showing plumes of smoke and fire emanating high into the air the bombing came as us rallied to bring russia and ukraine on the same page and agree to end the,day speaking donald trump volodymyr zelensky reportedly bombed key air base russia visuals showing plume smoke fire emanating high air bombing came u rallied bring russia ukraine page agree end,Crime-related,Assault,"['Russia', 'US', 'Russia', 'Ukraine']"
htTweets,"More than 10,000 Indians are currently lodged in various foreign prisons and 49 of them on death row, the government told the Rajya Sabha.

Read full story : https://hindustantimes.com/india-news/10150-indians-lodged-in-foreign-jails-49-face-death-sentence-govt-101742480751810.html…",2025-03-20,23:15:00,['https://pbs.twimg.com/media/GmgBecBaEAIdse5?format=jpg&name=900x900'],more than indians are currently lodged in various foreign prisons and of them on death row the government told the rajya sabha read full story,indian currently lodged various foreign prison death row government told rajya sabha read full story,Crime-related,Murder,[]
htTweets,"From deadly BLA attacks in Balochistan to border skirmishes with Afghanistan, Pakistan faces escalating security threats. 
What’s fueling the unrest? 

In the latest episode of Point Blank, HT's Executive Editor, Shishir Gupta analyzes the situation with 
@SubhajitSG
!",2025-03-20,23:00:01,['https://pbs.twimg.com/media/GmgAndIaEAEuofh?format=jpg&name=900x900'],from deadly bla attacks in balochistan to border skirmishes with afghanistan pakistan faces escalating security threats whats fueling the unrest in the latest episode of point blank hts executive editor shishir gupta analyzes the situation with,deadly bla attack balochistan border skirmish afghanistan pakistan face escalating security threat whats fueling unrest latest episode point blank hts executive editor shishir gupta analyzes situation,Crime-related,Assault,"['Balochistan', 'Afghanistan', 'Pakistan']"
htTweets,"The mother of the Meerut murder victim, Saurabh Rajput, has claimed that Muskan Rastogi's parents knew about the crime but kept mum. They said the accused's parents informed the police about the crime because they were scared of legal action against them. 

Read full story :",2025-03-20,22:45:00,['https://pbs.twimg.com/media/GmgAHEPaEAISclU?format=jpg&name=900x900'],the mother of the meerut murder victim saurabh rajput has claimed that muskan rastogis parents knew about the crime but kept mum they said the accuseds parents informed the police about the crime because they were scared of legal action against them read full story,mother meerut murder victim saurabh rajput claimed muskan rastogis parent knew crime kept mum said accused parent informed police crime scared legal action read full story,Crime-related,Murder,[]
htTweets,"Amaal Mallik cuts family ties as he reveals depression diagnosis, blames parents for distance with brother Armaan Malik

(via 
@htcity
)",2025-03-20,19:00:01,[],amaal mallik cuts family ties as he reveals depression diagnosis blames parents for distance with brother armaan malik via,amaal mallik cut family tie reveals depression diagnosis blame parent distance brother armaan malik via,Neutral,,[]
htTweets,"#ItsViral | Student already enrolled in dual degree at IIT appears for GATE 'for fun,' secures All India Rank 18",2025-03-20,18:45:00,[],student already enrolled in dual degree at iit appears for gate for fun secures all india rank,student already enrolled dual degree iit appears gate fun secures india rank,Achievement-based,Award won,[]
htTweets,"For decades, a couple in China, Jiangsu province, hoped to welcome a son into their family. Instead, they had nine daughters—each of whom carries a name reflecting their parents’ long-standing desire for a male child.

READ full story  https://hindustantimes.com/trending/chinese-couple-longing-for-a-son-name-all-9-daughters-with-brother-in-their-names-101742456422675.html…",2025-03-20,18:30:00,['https://pbs.twimg.com/media/GmeSEGzb0AAN0SV?format=jpg&name=900x900'],for decades a couple in china jiangsu province hoped to welcome a son into their family instead they had nine daughterseach of whom carries a name reflecting their parents longstanding desire for a male child read full story,decade couple china jiangsu province hoped welcome son family instead nine daughterseach carry name reflecting parent longstanding desire male child read full story,Achievement-based,Record,"['China', 'Jiangsu province']"
htTweets,"Traffic resumes at Shambhu border after year-long blockade, Khanauri reopening soon",2025-03-20,18:29:38,[],traffic resumes at shambhu border after yearlong blockade khanauri reopening soon,traffic resume shambhu border yearlong blockade khanauri reopening soon,Neutral,,['Khanauri']
htTweets,"Zimbabwe’s double Olympic swimming champion Kirsty Coventry won a historic election to become IOC's first woman president, and the youngest in the 130-year existence of the world’s most powerful sporting organisation 

Read full story : https://hindustantimes.com/sports/others/kirsty-coventry-becomes-ioc-s-first-woman-president-101742494079073.html…",2025-03-20,18:29:09,['https://pbs.twimg.com/media/GmgQ3TAa4AA9Y02?format=jpg&name=900x900'],zimbabwes double olympic swimming champion kirsty coventry won a historic election to become iocs first woman president and the youngest in the year existence of the worlds most powerful sporting organisation read full story,zimbabwe double olympic swimming champion kirsty coventry historic election become iocs first woman president youngest year existence world powerful sporting organisation read full story,Achievement-based,Milestone,['Zimbabwe']
htTweets,Shark Tank's Kevin O'Leary slammed by CNN panellist for touching her amid debate over Elon Musk,2025-03-20,18:28:24,[],shark tanks kevin oleary slammed by cnn panellist for touching her amid debate over elon musk,shark tank kevin oleary slammed cnn panellist touching amid debate elon musk,Achievement-based,Record,[]
htTweets,‘Symbol of dirty politics’: Sena (UBT) MP on plea filed by Disha Salian's father in Bombay HC,2025-03-20,16:39:08,[],symbol of dirty politics sena ubt mp on plea filed by disha salians father in bombay hc,symbol dirty politics sena ubt mp plea filed disha salian father bombay hc,Crime-related,Fraud,['Bombay']
htTweets,Omar Abdullah slams LoP Sunil Sharma: 'Muslims don't know anything except jihad?',2025-03-20,16:38:58,[],omar abdullah slams lop sunil sharma muslims dont know anything except jihad,omar abdullah slam lop sunil sharma muslim dont know anything except jihad,Crime-related,Assault,[]
htTweets,"#WATCH | EAM Dr 
@DrSJaishankar
 meets Bolivia's Minister of Foreign Affairs Celinda Sosa Lunda, in Delhi. 

(via : ANI)",2025-03-20,16:31:21,['https://pbs.twimg.com/ext_tw_video_thumb/1902759753127956485/pu/img/0wo04uuMa040EW2b.jpg'],eam dr meets bolivias minister of foreign affairs celinda sosa lunda in delhi via ani,eam dr meet bolivia minister foreign affair celinda sosa lunda delhi via ani,Achievement-based,Record,"['Bolivia', 'Delhi']"
htTweets,"We expect additional Rs 3 billion from ICC'

#PCB #ChampionsTrophy #ICC",2025-03-20,13:54:35,[],we expect additional rs billion from icc,expect additional r billion icc,Crime-related,Rape,[]
htTweets,‘Full compliance with the law’: Rana Daggubati's team issues statement amid betting app allegations,2025-03-20,16:16:12,[],full compliance with the law rana daggubatis team issues statement amid betting app allegations,full compliance law rana daggubatis team issue statement amid betting app allegation,Crime-related,Fraud,[]
htTweets,Goa orders 23 beach shacks to close over sub-letting charge,2025-03-20,16:28:02,[],goa orders beach shacks to close over subletting charge,goa order beach shack close subletting charge,Crime-related,Fraud,[]
htTweets,Michelle Obama reveals Barack Obama's wish for a third child amid divorce rumours: ‘We should have a third’,2025-03-20,16:27:48,[],michelle obama reveals barack obamas wish for a third child amid divorce rumours we should have a third,michelle obama reveals barack obamas wish third child amid divorce rumour third,Achievement-based,Discovery,[]
htTweets,"Stay Ahead with Hindustan Times! 

Get breaking news, exclusive updates, and in-depth analysis—all at your fingertips!  Stay informed, stay ahead.

 Subscribe to HT now : https://hindustantimes.com",2025-03-20,16:19:00,['https://pbs.twimg.com/ext_tw_video_thumb/1902756757656780800/pu/img/V5CDeXjINS95mhNS.jpg'],stay ahead with hindustan times get breaking news exclusive updates and indepth analysisall at your fingertips stay informed stay ahead subscribe to ht now,stay ahead hindustan time get breaking news exclusive update indepth analysisall fingertip stay informed stay ahead subscribe ht,Neutral,,[]
htTweets,#ItsViral | ‘HR tore up my contract’: Fresher graphic designer claims salary scam after relocating for job,2025-03-20,15:20:32,[],hr tore up my contract fresher graphic designer claims salary scam after relocating for job,hr tore contract fresher graphic designer claim salary scam relocating job,Crime-related,Fraud,[]
htTweets,"Puravankara Ltd founder buys 12 commercial units in Mumbai’s Andheri area for ₹242 crore

https://hindustantimes.com/real-estate/puravankara-ltd-founder-buys-12-commercial-units-in-mumbai-s-andheri-area-for-rs-242-crore-101742481419517.html… 

#RealEstate",2025-03-20,15:20:10,[],puravankara ltd founder buys commercial units in mumbais andheri area for crore,puravankara ltd founder buy commercial unit mumbai andheri area crore,Achievement-based,Milestone,['Mumbai']
htTweets,Houthis released a video claiming they conducted a successful attack on Israel's Ben Gurion Airport on March 20. Sirens rang out in Israel as civilians ran for cover with reports claiming PM Benjamin Netanyahu also fled to safety during the reported attack. Watch the video for,2025-03-20,15:16:52,['https://pbs.twimg.com/media/Gmfk-G2bEAAILsc?format=jpg&name=900x900'],houthis released a video claiming they conducted a successful attack on israels ben gurion airport on march sirens rang out in israel as civilians ran for cover with reports claiming pm benjamin netanyahu also fled to safety during the reported attack watch the video for,houthis released video claiming conducted successful attack israel ben gurion airport march siren rang israel civilian ran cover report claiming pm benjamin netanyahu also fled safety reported attack watch video,Crime-related,Assault,"['Israel', 'Ben Gurion Airport', 'Israel']"
htTweets,Oklahoma set to execute man for 20-year-old home invasion-murder case,2025-03-20,15:08:46,[],oklahoma set to execute man for yearold home invasionmurder case,oklahoma set execute man yearold home invasionmurder case,Crime-related,Murder,['Oklahoma']
htTweets,Trump's unfiltered words complicate legal challenges for his administration: Report,2025-03-20,15:08:34,[],trumps unfiltered words complicate legal challenges for his administration report,trump unfiltered word complicate legal challenge administration report,Crime-related,Fraud,[]
htTweets,Karnataka power tariff hike: Consumers to pay 36 paise per unit extra,2025-03-20,15:08:23,[],karnataka power tariff hike consumers to pay paise per unit extra,karnataka power tariff hike consumer pay paisa per unit extra,Neutral,,[]
htTweets,Stakeholders sensitised about impact of US sanctions on 400+ Russian entities: Govt,2025-03-20,15:08:05,[],stakeholders sensitised about impact of us sanctions on russian entities govt,stakeholder sensitised impact u sanction russian entity govt,Crime-related,Fraud,['US']
timesofindia,"Shiv Sena MLA #AadityaThackeray and party chief #UddhavThackeray hit back at the Mahayuti over allegations in the #DishaSalian death case, with Aaditya saying there were continuous attempts to defame him and tarnish his reputation. Uddhav said Aaditya had ""no connection"" with the",2025-03-21,06:15:00,['https://pbs.twimg.com/media/GmiqA9Db0AA1f-4?format=jpg&name=900x900'],shiv sena mla and party chief hit back at the mahayuti over allegations in the death case with aaditya saying there were continuous attempts to defame him and tarnish his reputation uddhav said aaditya had no connection with the,shiv sena mla party chief hit back mahayuti allegation death case aaditya saying continuous attempt defame tarnish reputation uddhav said aaditya connection,Crime-related,Fraud,['Aaditya']
timesofindia,"#BenjaminNetanyahu mocks #Khamenei, wishes #Iranians freedom as #Houthis bombard #Israel | WATCH",2025-03-21,06:00:00,['https://pbs.twimg.com/media/GmiiD4saQAAvFPD.jpg'],mocks wishes freedom as bombard watch,mock wish freedom bombard watch,Neutral,,['Israel']
timesofindia,"Stalin is now all-in

He has cast himself as hero of southern resistance against delimitation & NEP for a bigger reason: like dad Karunanidhi, he wants to be opposition frontman nationally

Read today's Op-ed by Arun Ram 
http://toi.in/k3Z2yZ",2025-03-21,05:47:59,['https://pbs.twimg.com/media/GmisWxFaEAIhfsO?format=jpg&name=900x900'],stalin is now allin he has cast himself as hero of southern resistance against delimitation nep for a bigger reason like dad karunanidhi he wants to be opposition frontman nationally read todays oped by arun ram,stalin allin cast hero southern resistance delimitation nep bigger reason like dad karunanidhi want opposition frontman nationally read today oped arun ram,Achievement-based,Milestone,[]
