handle,tweet_text,tweet_date,tweet_time,image_urls
ZeeNewsEnglish,#Tabu To Star Alongside Vijay Sethupathi In Puri Jagannadh’s Upcoming Film,2025-04-11,06:18:01,[]
ZeeNewsEnglish,"#Baisakhi2025: Date, History, Significance, Theme, Traditions, And How To Celebrate The Festival",2025-04-11,06:16:15,[]
ZeeNewsEnglish,New #Aadhaar Face Authentication Based #UAN Activation Process,2025-04-11,05:11:41,[]
ZeeNewsEnglish,"#Assam #HSLCResult2025: SEBA Class 10th Result Declared At sebaonline.org- 

Check Direct Link, Pass Percentage Here",2025-04-11,05:09:57,[]
ZeeNewsEnglish,#TahiraKashyap Opens Up About Second Battle With #BreastCancer: 'Still Got This',2025-04-11,04:52:15,[]
ZeeNewsEnglish,8 Simple And Effective DIY Tips To Smooth And Soften Your Heels,2025-04-10,10:35:25,[]
ZeeNewsEnglish,7 Psychological Tricks To Read And Understand People Better,2025-04-10,10:34:06,[]
ZeeNewsEnglish,"Ice Water Facials: Pros, Cons, And How They Affect Your Skin Health",2025-04-10,10:33:20,[]
ZeeNewsEnglish,"#MahavirJayanti 2025: Date, Theme, History, Significance, Rituals, And How The Festival Is Celebrated",2025-04-10,05:47:03,[]
ZeeNewsEnglish,"#MahavirJayanti 2025: 30+ Wishes, Messages, Quotes, And Images To Share With Your Loved Ones",2025-04-10,05:46:24,[]
ZeeNewsEnglish,"Dire Wolf Brought Back To Life After 10,000 Years: Inside The World’s First De-Extinction Breakthrough, WATCH VIDEO",2025-04-09,12:39:38,[]
ZeeNewsEnglish,First Baby Born After Womb Transplant In Britain: A Breakthrough In Reproductive Science,2025-04-09,12:38:38,[]
ZeeNewsEnglish,#RishabSharma’s Soulful Sitar Rendition Of '#KalHoNaaHo' Leaves Delhi Spellbound — Watch Viral Musical Moment,2025-04-09,12:36:35,[]
ZeeNewsEnglish,#TamannaahBhatia’s Witty Reply To Reporter Steals The Show At #Odela2 Trailer Launch Amid Breakup Rumours,2025-04-09,12:35:44,[]
ZeeNewsEnglish,How To Activate #UAN Using Aadhaar Face Authentication Via #UMANG App --Complete Steps Explained,2025-04-09,10:47:20,[]
ZeeNewsEnglish,"New #AadhaarApp With Face ID, QR Code Launched: #Aadhaar Photocopy No Longer Needed At Hotels",2025-04-09,09:27:36,[]
ZeeNewsEnglish,#SBI ATM Transaction Rules Change 2025: Check What's New For Customers,2025-04-09,09:17:57,[]
ZeeNewsEnglish,"#WorldHealthDay2025: Why Young Indians Are Facing A Surge In Eye-Related Problems 

Writes 
@AnanyaaKaushal
 | #Health 

Experts Explain This #AlarmingTrend",2025-04-08,10:54:54,[]
ZeeNewsEnglish,When Is #KamadaEkadashi 2025? Check Auspicious Donations And What To Avoid For Maximum Blessings From #LordVishnu,2025-04-08,10:34:00,[]
ZeeNewsEnglish,"Is Skipping #Breakfast Really Harmless? Here’s What It Does to Your Brain, Mood, And Metabolism",2025-04-08,10:32:55,[]
ZeeNewsEnglish,"#KamadaEkadashi2025: Date, Shubh Muhurat, Significance, Vrat Katha, And Rituals To Seek Lord Vishnu’s Blessings",2025-04-08,10:32:08,[]
ZeeNewsEnglish,"#WillSmith Gets Nostalgic As 'Bad Boys' Clocks 30 Years, Says 'Grateful For All The Love'",2025-04-08,10:30:58,[]
ZeeNewsEnglish,#Google Rolls Out Gemini Live Camera And Screen Sharing Features To Galaxy And #PixelDevices: How It Works,2025-04-08,09:05:04,[]
ZeeNewsEnglish,#Karnataka 2nd #PUCResult2025: Official Website Down And Digilocker Down?,2025-04-08,07:27:19,[]
ZeeNewsEnglish,"Karnataka 2nd PUC Result 2025: KSEAB Class 12th Results Released At http://kseab.karnataka.gov.in- Check Direct Link, Pass Percentage Here",2025-04-08,07:26:03,[]
ZeeNewsEnglish,#Samsung Rolls Out #Android15-Based One UI 7 Update For #GalaxyS24Series; Check New Features And How To Download,2025-04-08,07:18:02,[]
ZeeNewsEnglish,"#RamNavami2025 Wishes: 30 Short And Sweet #RamNavami Captions For Facebook, WhatsApp, Instagram, And More

Writes 
@AnanyaaKaushal",2025-04-08,07:15:41,[]
ZeeNewsEnglish,"Why Was #Hike In Excise Duty On Petrol, Diesel Necessary? 

EXPLAINED",2025-04-08,05:18:07,[]
ZeeNewsEnglish,#EPFO Latest Order 2025: Fund Body Allows Payment Of Past Contributions Of Employees By An Employer Through Demand Draft,2025-04-08,04:50:05,[]
ZeeNewsEnglish,#EPFO Latest Order 2025: Fund Body Allows Payment Of Past Contributions Of Employees By An Employer Through Demand Draft,2025-04-08,04:36:32,[]
ZeeNewsEnglish,Big Relief For #EPFO Members! Claim Settlement Process,2025-04-08,02:22:39,[]
ZeeNewsEnglish,#EPFO Online Claim Settlement Rule 2025: How Can Members Change Already-Seeded Bank A/c With New Account? Explained,2025-04-08,02:14:25,[]
ZeeNewsEnglish,Top 10 #BollywoodFilms Accused Of Plagiarism: #KiranRao's 'Laapataa Ladies' To Salman Khan's 'Wanted',2025-04-04,11:08:11,[]
ZeeNewsEnglish,"#ChaitraNavratri2025: Why Onion, Garlic Are Banned During 9 Days Of Goddess Puja",2025-04-04,10:36:32,[]
ZeeNewsEnglish,#ManojKumar Dies At 87: 10 Must-Watch Movies That Made Him 'Bharat Kumar' Forever!,2025-04-04,10:35:21,[]
ZeeNewsEnglish,Bank Holiday Tomorrow? Are Banks Open Or Closed On Saturday 5 April In Your City?,2025-04-04,10:11:10,[]
ZeeNewsEnglish,Can Joint Account Can Be Continued For Family #Pension After Death Of A Pensioner? #RBI FAQ 2025 EXPLAINED,2025-04-04,08:22:56,[]
ZeeNewsEnglish,Important Update For PAN Card Holders! CBDT Issues Latest Deadline For #PAN Holders Using #Aadhaar Enrolment ID,2025-04-04,08:21:57,[]
ZeeNewsEnglish,"8th Pay Commission: Will Govt Pensioners Lose Out On Benefits If They Retire Before 1 Jan 2026? 

Check What Govt Has Said On Pension Parity",2025-04-04,05:29:17,[]
ZeeNewsEnglish,State Bank of India Withdraws Amrit Kalash Special Fixed Deposit Scheme With Upto 7.60% Interest Rates,2025-04-04,05:28:46,[]
ZeeNewsEnglish,"PM Internship Scheme Deadline Extended: Check Latest Registration Date To For Getting Rs 5,000 Stipend Per Month",2025-04-04,05:28:24,[]
ZeeNewsEnglish,#EPFO Withdrawal Rule Change 2025: Bank A/c Employer Verification No More Required,2025-04-03,11:13:57,[]
ZeeNewsEnglish,"Vivienne Westwood Fashion Show: #KareenaKapoor, #JanhviKapoor, #DishaPatani To #MiraRajput, B-Town Celebs In Glamourous Contemporary Looks",2025-04-03,05:34:56,[]
ZeeNewsEnglish,"Meet 8 Highest-Paid Bodyguards Of Bollywood Celebs: #ShahRukhKhan Ravi To #SalmanKhan's Shera, 

Check Their Jaw-Dropping Salaries",2025-04-03,05:34:03,[]
ZeeNewsEnglish,#PPF Deposit Rule: Why 5th April Is A Crucial Date To Earn Maximum Interest From Your Public Provident Fund Account?,2025-04-03,04:39:09,[]
ZeeNewsEnglish,"Who Is #PoonamGupta? New #RBI Deputy Governor And Former World Bank Economist – Check Salary, Education, Other Details",2025-04-03,04:38:14,[]
ZeeNewsEnglish,Top 10 #RichestPeople In The World: Forbes #Billionaires List 2025 Ranks US At Top,2025-04-02,11:52:10,[]
ZeeNewsEnglish,"#MotorolaEdge60 Fusion Launched In India With #AI Features Under Rs 25,000; Check Specs And Introductory Offers",2025-04-02,10:13:16,[]
ZeeNewsEnglish,"#WeightLossJourney: Fat Loss Expert And Mother Of Two Reveals How She Lost 37 Kg, Shares Her #Fitness Secrets",2025-04-02,09:07:18,[]
ZeeNewsEnglish,#EPF Interest Rate History: Did You Know When #EPFO Offered 12 Per Cent Interest And Its Lowest Ever Rate Since 1952?,2025-04-02,08:41:48,[]
ZeeNewsEnglish,#8thPayCommission: Will Pay Panel Be Set Up This Month?,2025-04-02,07:48:15,[]
ZeeNewsEnglish,"Waiting For #CBSE Class 10th Results 2025? Here’s How To Check Via Digilocker, SMS And UMANG App",2025-04-02,07:47:26,[]
ZeeNewsEnglish,#LIC Unclaimed Dividend --Check Procedure To Claim LIC Unclaimed Dividend Amount; List Of Documents Required,2025-04-02,07:08:50,[]
ZeeNewsEnglish,#UnifiedPensionScheme Rolled Out: Who Is Eligible For 50% Guaranteed #Pension? Who Will Not Get Assured Payout?,2025-04-02,07:08:32,[]
ZeeNewsEnglish,"Weekly #FinanceHoroscope April 2-8: Aries To See Biz Profit, Financial Stress For Leo",2025-04-02,07:08:11,[]
ZeeNewsEnglish,"#RatanTata's Will Beneficiaries: Rs 3,800 Crore Wealth Distributed In Philanthropy, Shantanu Naidu, Family, Friends, Dogs And Staff",2025-04-01,14:52:17,[]
ZeeNewsEnglish,#NPS To #UPS Switch: Central Govt Employees Now Eligible To Opt For UPS From April 1,2025-04-01,14:51:49,[]
ZeeNewsEnglish,"#Horoscope Today, April 1 By #Astrologer | 
@KocharSundeep",2025-04-01,08:30:41,[]
ZeeNewsEnglish,"#AprilFoolsDay : 50+ Messages, Wishes, Images, And Quotes To Share With Your Loved Ones",2025-04-01,08:10:30,[]
ZeeNewsEnglish,"#ChaitraNavratri2025 Fasting: Health Benefits, Scientific Reasons & Why It's Good For You",2025-04-01,08:09:51,[]
ZeeNewsEnglish,"9 MAJOR Financial Changes Kicking In From Today 1 April 2025 – From New #IncomeTax Slabs, #GST, #HomeLoan, #UPI To Other Rules, Check Details",2025-04-01,07:10:03,[]
ZeeNewsEnglish,"Ghibli AI Trend Raises Privacy Concerns: Engineer Says 'Think Twice Before Sharing Private Photos,' Shares How AI Is Evolving

#GhibliAITrend #GhibliTrend #GhibliArt #ChatGPT #DataPrivacy",2025-04-01,06:05:29,[]
ZeeNewsEnglish,#UnifiedPensionScheme To Be Implemented From Today 1 April 2025,2025-04-01,05:50:37,[]
ZeeNewsEnglish,"7 #BankingRules Changing From Today, 1 April 2025: ATM Fees, #UPI Transactions And More",2025-04-01,05:49:54,[]
ZeeNewsEnglish,Study Finds Better Way To Predict #HeartDisease And Who Needs Statins,2025-03-31,12:59:43,[]
ZeeNewsEnglish,"Weekly #CareerHoroscope For March 31 – April 6: Networking Can Open New Doors, Stick To A Budget, Zodiacs",2025-03-31,11:48:27,[]
ZeeNewsEnglish,"#BankHoliday #Eid2025: Bank Branches Closed Today In These Cities, Check City-Wise List",2025-03-31,06:24:20,[]
ZeeNewsEnglish,#SalmanKhan's Top 10 Highest-Grossing Films: Is Bhaijaan's Rs 200 Cr Budget Film '#Sikandar' In The List....?,2025-03-31,05:28:31,[]
ZeeNewsEnglish,"Exclusive: #GenZ Star #AnjiniDhawan On Working With Salman Khan In #Sikandar 

Writes 
@ritikahandoo",2025-03-31,05:22:29,[]
ZeeNewsEnglish,"#Horoscope Today, March 31 By #Astrologer 
@KocharSundeep",2025-03-31,01:54:32,[]
ZeeNewsEnglish,"Sikandar Review: Bhaijaan and RashmikaMandanna's Eid Bonanza Strictly For SalmanKhan Fans!

#Sikander | #SikanderReview | #SalmanKhan | #RashmikaMandanna | #Eid2025 | Writes  
@ritikahandoo",2025-03-30,16:57:11,[]
ZeeNewsEnglish,#Raid2 Teaser: #AjayDevgn As Amay Patnaik Looks Impressive - Watch,2025-03-28,09:59:07,[]
ZeeNewsEnglish,"#MyanmarEarthquake Shocking Videos: Shaking Vehicles, People In Panic",2025-03-28,09:45:16,[]
ZeeNewsEnglish,'#IndiaGotLatent' Row: Comedian #SamayRaina Appears Before #Maharashtra Cyber Cell,2025-03-28,09:44:34,[]
ZeeNewsEnglish,#MyanmarEarthquake: Chilling Videos Show Buildings Turn Into Rubble — Video,2025-03-28,09:43:52,[]
ZeeNewsEnglish,#GroundZero TEASER: Emraan Hashmi Leads High- Stake Mission To Hunt Down Enemies,2025-03-28,09:43:03,[]
ZeeNewsEnglish,"#Horoscope Today, March 28 By #Astrologer 
@KocharSundeep",2025-03-28,06:47:26,[]
ZeeNewsEnglish,Do You Know #AamirKhan Was First Choice For This Role In Critically Acclaimed '#LaapataaLadies',2025-03-27,10:58:19,[]
ZeeNewsEnglish,8 Summer Fruits Diabetics Can Enjoy In The Evening To Manage Blood Sugar Effectively,2025-03-27,10:49:42,[]
ZeeNewsEnglish,9 #HealthBenefits Of Adding #Makhana To Your Evening Snack Bowl,2025-03-27,10:48:48,[]
ZeeNewsEnglish,6 Must-Visit Alpine Lakes In India For Breathtaking Views And Scenic Beauty,2025-03-27,10:47:57,[]
ZeeNewsEnglish,8 Unforgettable Places To Visit At Least Once In A Lifetime For An Amazing Travel Experience,2025-03-27,10:47:11,[]
ZeeNewsEnglish,6 Must-Visit Alpine Lakes In India For Breathtaking Views And Scenic Beauty,2025-03-27,10:04:05,[]
ZeeNewsEnglish,"2 Held With Rs 50 Crore Mephedrone In #Mumbai, Drug Lab Busted In Raigad",2025-03-27,08:25:38,[]
ZeeNewsEnglish,"#FixedDepositSchemes Expiring On March 31: Check List Of 5 Banks Offering Big Interest Rates; #SBI, #PNB In List",2025-03-27,08:10:14,[]
ZeeNewsEnglish,5 Easy And Effective #Yoga Poses To Relax Your Mind After A Hectic Office Day,2025-03-27,07:42:52,[]
ZeeNewsEnglish,"सलमान खान की 'राम जन्मभूमि' स्पेशल एडिशन घड़ी में जय श्री राम और भगवान हनुमान ने खींचा सबका ध्यान 

अभिनेता को लग्जरी घड़ी निर्माता जैकब एंड कंपनी की एक शानदार घड़ी पहने हुए देखा गया- 'राम जन्मभूमि टाइटेनियम एडिशन 2'। भारी कीमत के साथ, यह घड़ी भव्यता और गहरे सांस्कृतिक",2025-03-27,07:31:59,['https://pbs.twimg.com/media/GnB9iDiacAA20d4?format=jpg&name=900x900']
IndiaToday,"#LIVE | Robert Vadra cries 'witch hunt' as ED summons him in Haryana land deal case. Watch this and other top stories | #ITLivestream 
@Akshita_N",2025-04-15,06:30:18,[]
IndiaToday,"A Sweden-based Indian-origin techie slammed IndiGo and Air India after he claimed to have lost Rs 50,000 due to a delayed domestic flight, which caused him to miss an international connection.",2025-04-15,06:29:59,[]
IndiaToday,"Robert Kiyosaki, the well-known author of 'Rich Dad Poor Dad', has warned that a major financial crash is here.  
#RobertKiyosaki #FinancialCrash #Economy",2025-04-15,06:29:33,[]
IndiaToday,"iPhone 17 Pro Max fresh design details revealed in a leak

https://indiatoday.in/technology/news/story/iphone-17-pro-max-fresh-design-details-revealed-in-a-leak-2709203-2025-04-15…

#iPhone17 #iPhone17ProMax",2025-04-15,06:23:45,[]
IndiaToday,"Karnataka truckers on indefinite strike over fuel price hike. 
@sagayrajp
 with more details
#Karnataka #news #ITVideo 
@snehamordani",2025-04-15,06:25:27,['https://pbs.twimg.com/media/Gojkqy1XwAAKzYY.jpg']
IndiaToday,"Bangladeshi actor Meghna Alam arrested in night raid for 'threatening' Saudi ties
#MeghnaAlam #Bangladesh #SaudiArabia",2025-04-15,06:03:26,[]
IndiaToday,"Will stock market gain amid positive global cues?
#ShareMarket #StockMarket",2025-04-15,06:02:11,[]
IndiaToday,"Pushkar Dhami honoured on Ambedkar Jayanti for UCC implementation in Uttarakhand
#PushkarSinghDhami #Uttarakhand #AmbedkarJayanti",2025-04-15,05:56:28,[]
IndiaToday,"Video: Gangster facing nearly 30 criminal cases paraded by police in Pune
#Pune #Maharashtra",2025-04-15,05:55:33,[]
IndiaToday,Netflix will soon allow users to search movies and shows using AI,2025-04-15,05:41:04,[]
IndiaToday,Johnny Depp is most handsome 'Day Drinker' in gritty 1st look from Marc Webb's film,2025-04-15,05:15:13,[]
IndiaToday,"A Singapore-based businesswoman shared how an employee handed in their resignation with brutally honest words. The reason? They said they felt discarded and undervalued, like toilet paper.
Read in detail: https://intdy.in/hbyr4p

#Singapore #Resignation #Recruitment",2025-04-15,05:45:56,['https://pbs.twimg.com/media/GojbXacWoAAiOhw?format=jpg&name=900x900']
IndiaToday,"#ViratKohli tries to teach #RCB's Mr. Nags meditation

You do not want to miss out on this one...

#IPL2025",2025-04-15,05:16:06,[]
IndiaToday,"Radicalised people, can't have nuclear weapons: Trump doubles down on Iran
#UnitedStates #Iran #DonaldTrump",2025-04-15,05:35:07,[]
IndiaToday,"Police paraded a history-sheeter in handcuffs in the Pune locality where he resides and urged local residents to come forward and file complaints without any fear against him in case they have been troubled by him or his associates.

A video shows Tipu Pathan, who faces more than",2025-04-15,05:19:43,['https://pbs.twimg.com/amplify_video_thumb/1912012729180643328/img/0P5-GC2DYQhda-1O.jpg']
IndiaToday,"Space called, fashion answered - Again. (
@medha_chawla
)",2025-04-15,05:19:31,[]
IndiaToday,That's all AI could do: Radhikka Madan claps back at trolls over surgery rumours,2025-04-15,04:36:37,[]
IndiaToday,"Sharmila Tagore joins Naadaaniyan criticism: Ibrahim looked good, film didn't",2025-04-15,03:57:05,[]
IndiaToday,"OpenAI unveils GPT 4.1 AI models, a step to improve coding capabilities

Read here:",2025-04-15,03:42:14,[]
IndiaToday,"MS Dhoni returning as the CSK captain pays dividends.
@ALAN_JOSE_JOHN
 writes about what's changed in their approach.
#MSDhoni𓃵 #LSGvCSK #IPL2025",2025-04-15,02:48:55,[]
IndiaToday,"Anti-India March in Bangladesh. 
@shivanipost
 brings you the details
#News #India #Bangladesh #WaqfBill #ITVideo",2025-04-15,04:38:22,['https://pbs.twimg.com/amplify_video_thumb/1911999172112429056/img/Z5b2-tMioaWVyp7p.jpg']
IndiaToday,"#LIVE | ED summons Robert Vadra in Shikopur land deal case.
Watch this and more | #ITLivestream 
@snehamordani",2025-04-15,04:33:51,[]
IndiaToday,"SP leader Indrajit Saroj sparks row over remark on Hindu deities. BJP hits back
#News #ITVideo",2025-04-15,04:28:24,[]
IndiaToday,"Kickstart Your Career with Industry-Ready BA (Hons.) Digital Media and Communication & Certificate Programs!

 Master Mentors from the industry, AajTak & India Today
 Hands-On Learning with real-world use cases
 Cutting-Edge Curriculum designed to make you industry-ready",2025-04-15,04:25:52,['https://pbs.twimg.com/media/GojJX0TXEAAsxtP.jpg']
IndiaToday,"Another Tamil Nadu village claimed by Waqf. Villagers march to collector's office. 
@anaghakesav
 with more details.

Listen in to what VHP spokesperson Vinod Bansal and Tamil Nadu BJP vice president  
@narayanantbjp
 said.
#TamilNadu #Waqf #news #ITVideo 
@PoojaShali",2025-04-15,04:24:04,['https://pbs.twimg.com/amplify_video_thumb/1911993719965757440/img/V9NJxbvG5phZGSft.jpg']
IndiaToday,"Another Tamil Nadu village claimed by Waqf. 150 families get eviction notice from Waqf.
#TamilNadu #Waqf #news #ITVideo",2025-04-15,04:20:54,['https://pbs.twimg.com/media/GojGaQzXcAA3N85.jpg']
IndiaToday,"U.S & China engage in tit-for-tat tariffs. Who will blink first? Top China scholar and Harvard professor William C Kirby joins 
@rahulkanwal
 for an insightful chat on what China could do next and what it would mean for the world. Don't miss the #exclusive conversation tonight at 8",2025-04-15,04:18:53,['https://pbs.twimg.com/media/GojHYCJWgAEHgW1?format=jpg&name=900x900']
IndiaToday,"Meta vs FTC: Mark Zuckerberg defends Instagram, WhatsApp acquisitions as Meta faces landmark antitrust trial

Read the full report from Day 1 of the trial here:",2025-04-15,04:00:12,[]
IndiaToday,"Tamil Nadu CM MK Stalin to move resolution for more autonomy. India Today's 
@PramodMadhav6
 with more details
#News #TamilNadu #MKStalin #ITVideo 
@PoojaShali",2025-04-15,03:58:13,['https://pbs.twimg.com/media/GojC9oQXAAA55pS.jpg']
IndiaToday,"Why Mehul Choksi's arrest in Belgium may not lead to immediate extradition to India
#MehulChoksi #Belgium #India | 
@SrishtiOjha11",2025-04-15,03:58:10,[]
IndiaToday,"Music mogul Sean ""Diddy"" Combs has pleaded not guilty to newly expanded federal sex trafficking charges, maintaining his innocence in a high-profile case that continues to shake the entertainment industry. 
Read in detail: https://intdy.in/1nfjj1
#UnitedStates",2025-04-15,03:57:30,['https://pbs.twimg.com/media/GojCvCCW8AALckZ?format=jpg&name=900x900']
IndiaToday,"Blue Origin successfully launched its first-ever all-female crew into space.
#News #Space #ITVideo",2025-04-15,03:53:01,['https://pbs.twimg.com/media/GojBfE2XoAARDnO.jpg']
IndiaToday,"Ranveer Allahbadia tells himself to be brave in new post, shares throwback pics",2025-04-15,03:19:51,[]
IndiaToday,"US President Donald Trump hints that he would soon impose new tariffs on imported pharmaceuticals and electronics.
#News #DonaldTrump #reciprocaltariffs #ITVideo",2025-04-15,03:42:33,['https://pbs.twimg.com/media/Goi_XJuWAAAWm-i.jpg']
IndiaToday,"Fugitive diamantaire Mehul Choksi to appeal against his arrest.
India Today has exclusively accessed Choksi's medical report hours after he was held in Belgium.
#MehulChoksi #news #Belgium #ITVideo 
@PoojaShali",2025-04-15,03:40:24,[]
IndiaToday,#Jaat box office Day 5: #SunnyDeol's film shows solid hold on 1st Monday,2025-04-15,03:39:52,[]
IndiaToday,"Mentor MS Dhoni consoles Rishabh Pant after LSG lose to 10th placed CSK in #IPL2025 
#LSGvCSK #MSDhoni𓃵 #RishabhPant",2025-04-15,01:58:31,[]
IndiaToday,"Political faceoff escalates over Murshidabad violence
#news #WestBengal #MurshidabadViolence #ITVideo Pooja Shali",2025-04-15,03:35:29,['https://pbs.twimg.com/media/Goi9uNxXMAADp_A.jpg']
IndiaToday,"#LIVE | Watch the top headlines at this hour | #ITLivestream 
@PoojaShali",2025-04-15,03:33:18,[]
IndiaToday,"Lucknow: Massive fire at UP govt hospital. 200 patients shifted out to other hospitals. 
@iSamarthS
 with more details
#News #Lucknow #ITVideo 
@PoojaShali",2025-04-15,03:31:58,['https://pbs.twimg.com/media/Goi7yy3XIAAnDxD.jpg']
IndiaToday,Watch the latest news & updates from India and around the world | #ITLivestream,2025-04-14,20:26:55,[]
IndiaToday,"Miscreants in South 24 Parganas vandalised a police van and several bikes after West Bengal Police stopped members of the India Secular Front from marching towards Kolkata for a rally.Two people have been detained.
@Suryavachan
's report | #ReporterDiary",2025-04-14,20:24:25,['https://pbs.twimg.com/media/GohX317XIAAYarB.jpg']
IndiaToday,"For the first time since India’s independence, Simari, a border village in the Karnah Valley of North Kashmir’s Kupwara district, gets stable electricity and proper cooking gas connection. All thanks to Indian Army (
@adgpi
). 
@MirFareed2
 gets us this ground report. #ReporterDiary",2025-04-14,20:19:18,['https://pbs.twimg.com/media/GohbLwCW8AEv1Lz.jpg']
IndiaToday,"Iran, US hold positive nuclear talks in Oman; next round of talks scheduled in Rome

#WorldToday | 
@Geeta_Mohan",2025-04-14,18:37:05,['https://pbs.twimg.com/media/GohCfKLXYAAvs-n.jpg']
IndiaToday,"Russia hits Ukraine's city of Sumy

#WorldToday | 
@Geeta_Mohan",2025-04-14,18:35:46,['https://pbs.twimg.com/media/GohCOLpWMAABadw.jpg']
IndiaToday,"As violence stemming from the Anti-Waqf Act protests spread beyond Murshidabad to other areas of West Bengal, Chief Minister Mamata Banerjee made a renewed appeal for calm and peace on Monday. She stressed that religion should not be used to carry out 'irreligious games' and",2025-04-14,18:30:40,['https://pbs.twimg.com/media/GohBCl6XcAA_-Ph?format=jpg&name=900x900']
IndiaToday,"China refuses to back down; rare earth exports halted; electronics face national security probe

#WorldToday | 
@Geeta_Mohan",2025-04-14,18:29:53,[]
IndiaToday,#AliaBhatt shared anniversary photo with Ranbir Kapoor,2025-04-14,18:27:02,[]
IndiaToday,"To space & back in 14 minutes! All women crew script history

#WorldToday | 
@Geeta_Mohan
 @imsktripathi",2025-04-14,18:26:47,['https://pbs.twimg.com/media/GohAK0bWUAAqUBI.jpg']
IndiaToday,"MS Dhoni's cameo in the end was enough as CSK defeated LSG by five wickets to claim their second win of the season in Lucknow on Monday, April 14.

#CSK #MSDhoni #IPL2025 

https://indiatoday.in/sports/cricket/story/ipl-2025-lsg-vs-csk-report-ms-dhoni-rishabh-pant-lucknow-2709061-2025-04-14…",2025-04-14,18:24:51,"['https://pbs.twimg.com/media/Gog_t3OWcAAVav1?format=jpg&name=small', 'https://pbs.twimg.com/media/Gog_t3SWcAAr4-P?format=jpg&name=small']"
IndiaToday,"Golconda Blue Diamond owned by Maharajas to be auctioned in Geneva

#WorldToday | 
@Geeta_Mohan",2025-04-14,18:19:47,['https://pbs.twimg.com/media/Gog-klaXQAAeb9Q.jpg']
IndiaToday,"A retired railway employee has been arrested in West Bengal's Durgapur for allegedly threatening Chief Minister Mamata Banerjee on social media.

The accused has been identified as Badal Laskar, a resident of Durgapur, who was arrested on Sunday. According to police, Laskar",2025-04-14,18:11:04,['https://pbs.twimg.com/media/Gog8UZcWYAA-Q0u?format=jpg&name=900x900']
IndiaToday,"#ITMI | Kickstart Your Career with Industry-Ready BA (Hons.) Digital Media and Communication & Certificate Programs!

 Master Mentors from the industry, AajTak & India Today
 Hands-On Learning with real-world use cases
 Cutting-Edge Curriculum designed to make you",2025-04-14,17:34:39,['https://pbs.twimg.com/media/Gog0POeXkAA1mCh?format=jpg&name=900x900']
IndiaToday,"Katy Perry just launched into space, and she’s not alone. Blue Origin’s first all-women crew created history, breaking barriers 100 km above Earth. Pop meets power. Science meets sisterhood. Kshitija Gosavi decodes.

#WomenInSpace #SpaceHistory 
@kshitijaagosavi",2025-04-14,17:34:32,['https://pbs.twimg.com/media/Gog0W_TaMAAVsfr.jpg']
IndiaToday,"Watch: Karun Nair, Jasprit Bumrah hug it out after heated faceoff during DC vs MI
#JaspritBumrah #DCvsMI #IPL2025 #KarunNair",2025-04-14,17:29:02,[]
IndiaToday,"""Mamata Banerjee is not the beneficiary"": Senior journalist @jayant_ghosal1

#MurshidabadViolence #IndiaFirst | 
@GauravCSawant",2025-04-14,17:09:26,['https://pbs.twimg.com/amplify_video_thumb/1911823999526391808/img/0JbJ9YvhI-Rs-ixC.jpg']
IndiaToday,"BJP spokesperson 
@impriyankabjp
 says Mamata Banerjee should be investigated and arrested immediately. Listen in why she said so.

#IndiaFirst | 
@GauravCSawant",2025-04-14,17:05:01,['https://pbs.twimg.com/amplify_video_thumb/1911823628619939840/img/2NRqJafB44l_6EKj.jpg']
IndiaToday,"Space history made by Katy Perry and 5 women | #WorldToday with 
@Geeta_Mohan
 | #ITLivestream",2025-04-14,17:01:11,[]
IndiaToday,"""Outsiders are involved in the violence carried out in Murshidabad...therefore there's a demand to launch a thorough investigation"": Political analyst 
@touseefakhan
#IndiaFirst | 
@GauravCSawant",2025-04-14,16:51:40,['https://pbs.twimg.com/amplify_video_thumb/1911823550819844096/img/70zt9syaATE2Plct.jpg']
IndiaToday,"Cracks Emerge on Newly Inaugurated JP Ganga Path Bridge in Patna. Watch this video to know more 

#Patna #JPGangaBridge #Bihar #India #Mo",2025-04-14,16:50:00,['https://pbs.twimg.com/media/GogNsuQW4AAgaxl.jpg']
IndiaToday,"Former Davangere corporator Ahammad Kabir Khan has been arrested from Rajasthan's Ajmer after a viral video showed him inciting arson and unrest over the Waqf Act amendment. (
@sagayrajp
)",2025-04-14,16:35:59,[]
IndiaToday,"BR Ambedkar most sought after icon?
What explains his resurgence?
Why is he relevant today?
@VivekkumarProf
 shares his perspective. 

#NewsToday | 
@PreetiChoudhry",2025-04-14,16:34:52,['https://pbs.twimg.com/media/Gog6GkPW4AAdV7R.jpg']
IndiaToday,"Can India get #MehulChoksi back? 
Extradition or deportation? 
What will be CBI's game plan?

India Today's 
@MunishPandeyy
 and senior criminal lawyer 
@MirAhmedTanveer
 share their thoughts. 

#NewsToday | 
@PreetiChoudhry",2025-04-14,16:30:15,['https://pbs.twimg.com/media/Gog6L_HWUAAVRL8.jpg']
